name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
KCHO,2020-01-01T00:00:00,7.9,6.6,-3.8,43.38,0,0,,,,,7.6,281,1006.9,0,16,0,0,0,,Clear,clear-night,KCHO
KCHO,2020-01-01T01:00:00,7.3,6.5,-3.8,45.19,0,0,,,,,5.4,290,1007,0,16,0,0,0,,Clear,clear-night,KCHO
KCHO,2020-01-01T02:00:00,6.2,4.6,-3.8,48.74,0,0,,,,,7.6,274.4,1007.4,0,16,0,0,0,,Clear,clear-night,KCHO
KCHO,2020-01-01T03:00:00,4.4,3.2,-3.8,55.23,0,0,,,,,5.4,170,1007.8,0,16,0,0,0,,Clear,clear-night,KCHO
KCHO,2020-01-01T04:00:00,4.4,3.2,-3.8,55.23,0,0,,,,,5.4,210,1008.4,0,16,0,0,0,,Clear,clear-night,KCHO
KCHO,2020-01-01T05:00:00,4.4,2.5,-4.3,53.2,0,0,,,,,7.6,200,1008.1,0,16,0,0,0,,Clear,clear-night,KCHO
KCHO,2020-01-01T06:00:00,3.9,3.9,-4.3,55.1,0,0,,,,,0,0,1008.7,0,16,0,0,0,,Clear,clear-night,KCHO
KCHO,2020-01-01T07:00:00,3.9,1.9,-5,52.27,0,0,,,,,7.6,170,1009.1,0,16,11.7,0,0,,Clear,clear-night,KCHO
KCHO,2020-01-01T08:00:00,4.4,4.4,-4.3,53.2,0,0,,,,,0,0,1009.8,0,16,140.1,0.5,1,,Clear,clear-day,KCHO
KCHO,2020-01-01T09:00:00,6.2,6.2,-2.7,52.9,0,0,,,,,0,0,1010.8,0,16,301.5,1.1,3,,Clear,clear-day,KCHO
KCHO,2020-01-01T10:00:00,7.9,6.2,-2.7,47.09,0,0,,,,,9.4,180,1011.3,0,16,431.1,1.6,4,,Clear,clear-day,KCHO
KCHO,2020-01-01T11:00:00,8.9,6.3,-5,37.04,0,0,,,,,16.6,260,1011.5,0,16,508.4,1.8,5,,Clear,clear-day,KCHO
KCHO,2020-01-01T12:00:00,10,7.1,-5.6,32.87,0,0,,,,,22.3,260,1010.9,0,16,524.5,1.9,5,,Clear,clear-day,KCHO
KCHO,2020-01-01T13:00:00,10.7,10.7,-6.1,30.2,0,0,,,,,13,230,1009.9,0,16,478.5,1.7,5,,Clear,clear-day,KCHO
KCHO,2020-01-01T14:00:00,11.8,11.8,-5.6,29.16,0,0,,,,,5.4,273,1010,0,16,376.5,1.4,4,,Clear,clear-day,KCHO
KCHO,2020-01-01T15:00:00,12.3,12.3,-5.6,28.22,0,0,,,,,20.5,290,1010.2,0,16,229.2,0.8,2,,Clear,clear-day,KCHO
KCHO,2020-01-01T16:00:00,11.8,11.8,-6.1,28.07,0,0,,,,25.9,18.4,290,1011.1,0,16,64.7,0.2,1,,Clear,clear-day,KCHO
KCHO,2020-01-01T17:00:00,10,9.6,-6.1,31.64,0,0,,,,,5.4,300,1011.9,0,16,0,0,0,,Clear,clear-day,KCHO
KCHO,2020-01-01T18:00:00,7.9,7.2,-6.1,36.46,0,0,,,,,5.4,265.8,1012.4,0,16,0,0,0,,Clear,clear-night,KCHO
KCHO,2020-01-01T19:00:00,8.4,8.4,-5.6,36.61,0,0,,,,,0,0,1013,0,16,0,0,0,,Clear,clear-night,KCHO
KCHO,2020-01-01T20:00:00,7.3,7.3,-6.1,37.98,0,0,,,,,0,0,1013.3,0,16,0,0,0,,Clear,clear-night,KCHO
KCHO,2020-01-01T21:00:00,4.4,2.5,-5.6,48.22,0,0,,,,,7.6,170,1013.7,0,16,0,0,0,,Clear,clear-night,KCHO
KCHO,2020-01-01T22:00:00,5,2.4,-5,48.39,0,0,,,,,11.2,200,1013.7,0,16,0,0,0,,Clear,clear-night,KCHO
KCHO,2020-01-01T23:00:00,2.3,-0.9,-5,58.53,0,0,,,,,11.2,180,1013.8,0,16,0,0,0,,Clear,clear-night,KCHO
KCHO,2020-01-02T00:00:00,3.9,2.6,-3.8,57.2,0,0,,,,,5.4,261.3,1014,0,16,0,0,0,,Clear,clear-night,KCHO
KCHO,2020-01-02T01:00:00,2.9,2.9,-3.8,61.39,0,0,,,,,0,0,1013.3,0,16,0,0,0,,Clear,clear-night,KCHO
KCHO,2020-01-02T02:00:00,3.4,2.1,-3.8,59.25,0,0,,,,,5.4,190,1013.4,0,16,0,0,0,,Clear,clear-night,KCHO
KCHO,2020-01-02T03:00:00,2.9,0.8,-3.8,61.39,0,0,,,,,7.6,180,1013.7,0,16,0,0,0,,Clear,clear-night,KCHO
KCHO,2020-01-02T04:00:00,3.9,1.9,-3.8,57.2,0,0,,,,,7.6,200,1013.8,0,16,0,0,0,,Clear,clear-night,KCHO
KCHO,2020-01-02T05:00:00,1.2,-2.2,-3.8,69.3,0,0,,,,,11.2,180,1013.9,0,16,0,0,0,,Clear,clear-night,KCHO
KCHO,2020-01-02T06:00:00,1.8,-0.5,-3.2,69.43,0,0,,,,,7.6,210,1014.1,0,16,0,0,0,,Clear,clear-night,KCHO
KCHO,2020-01-02T07:00:00,0.7,-2.4,-3.8,71.84,0,0,,,,,9.4,190,1014.3,0,16,9.3,0,0,,Clear,clear-night,KCHO
KCHO,2020-01-02T08:00:00,-0.6,-2.5,-3.8,78.94,0,0,,,,,5.4,340,1015.1,0,16,129.3,0.5,1,,Clear,clear-day,KCHO
KCHO,2020-01-02T09:00:00,2.3,2.3,-2.7,69.53,0,0,,,,,0,0,1015.8,0,16,273.6,1,3,,Clear,clear-day,KCHO
KCHO,2020-01-02T10:00:00,5,3.9,-1.6,62.36,0,0,,,,,5.4,190,1015.8,0,16,218.2,0.8,2,,Clear,clear-day,KCHO
KCHO,2020-01-02T11:00:00,8.4,6.8,-1.1,51.21,0,0,,,,,9.4,210,1015.4,0,16,254.1,0.9,3,,Clear,clear-day,KCHO
KCHO,2020-01-02T12:00:00,11.2,11.2,-1.1,42.45,0,0,,,,,9.4,190,1013.6,0,16,287.6,1,3,,Clear,clear-day,KCHO
KCHO,2020-01-02T13:00:00,12.3,12.3,-1.6,38.05,0,0,,,,,18.4,170,1012.8,0,16,284.5,1,3,,Clear,clear-day,KCHO
KCHO,2020-01-02T14:00:00,13.4,13.4,-2.1,34.13,0,0,,,,,18.4,190,1012.5,0,16,251.6,0.9,3,,Clear,clear-day,KCHO
KCHO,2020-01-02T15:00:00,13.4,13.4,-1.6,35.41,0,0,,,,,11.2,190,1012.2,0,16,145.2,0.5,1,,Clear,clear-day,KCHO
KCHO,2020-01-02T16:00:00,12.9,12.9,-1.6,36.58,0,0,,,,,14.8,190,1012.6,0,16,34.3,0.1,0,,Clear,clear-day,KCHO
KCHO,2020-01-02T17:00:00,12.3,12.3,-1.1,39.47,0,0,,,,,14.8,200,1012.9,0,16,0,0,0,,Clear,clear-day,KCHO
KCHO,2020-01-02T18:00:00,12.3,12.3,0,42.77,0,0,,,,,13,210,1012.8,25,16,0,0,0,,Partially cloudy,partly-cloudy-night,KCHO
KCHO,2020-01-02T19:00:00,12.3,12.3,0,42.77,0,0,,,,,18.4,200,1012.7,0,16,0,0,0,,Clear,clear-night,KCHO
KCHO,2020-01-02T20:00:00,11.8,11.8,-1.1,40.8,0,0,,,,,18.4,200,1012.5,0,16,0,0,0,,Clear,clear-night,KCHO
KCHO,2020-01-02T21:00:00,11.8,11.8,-1.6,39.33,0,0,,,,,18.4,190,1012.3,0,16,0,0,0,,Clear,clear-night,KCHO
KCHO,2020-01-02T22:00:00,11.2,11.2,-1.1,42.45,0,0,,,,,22.3,200,1012.6,25,16,0,0,0,,Partially cloudy,partly-cloudy-night,KCHO
KCHO,2020-01-02T23:00:00,10.7,10.7,-0.6,45.51,0,0,,,,,27.7,200,1011.7,100,16,0,0,0,,Overcast,cloudy,KCHO
KCHO,2020-01-03T00:00:00,9.4,6.5,2.3,61.19,0,0,,,,,20.5,200,1012.1,25,16,0,0,0,,Partially cloudy,partly-cloudy-night,KCHO
KCHO,2020-01-03T01:00:00,8.4,5.9,3.9,73.3,0.3,100,rain,,,,14.8,200,1011.1,100,16,0,0,0,,"Rain, Overcast",rain,KCHO
KCHO,2020-01-03T02:00:00,7.9,4.3,5,81.9,0.3,100,rain,,,,24.1,190,1011.1,25,10,0,0,0,,"Rain, Partially cloudy",rain,KCHO
KCHO,2020-01-03T03:00:00,7.9,4.4,5,81.9,0.3,100,rain,,,,22.3,200,1010.7,100,14,0,0,0,,"Rain, Overcast",rain,KCHO
KCHO,2020-01-03T04:00:00,8.4,5.7,5.7,83.11,0,0,,,,,16.6,210,1010.7,88,16,0,0,0,,Partially cloudy,partly-cloudy-night,KCHO
KCHO,2020-01-03T05:00:00,7.9,5.6,5.7,85.98,0.5,100,rain,,,,13,200,1009.2,100,16,0,0,0,,"Rain, Overcast",rain,KCHO
KCHO,2020-01-03T06:00:00,8.4,7.2,6.2,86.03,0,0,,,,,7.6,210,1009.1,88,16,0,0,0,,Partially cloudy,partly-cloudy-night,KCHO
KCHO,2020-01-03T07:00:00,8.4,5.5,6.2,86.03,0,0,,,,,18.4,200,1009.3,50,16,4,0,0,,Partially cloudy,partly-cloudy-night,KCHO
KCHO,2020-01-03T08:00:00,8.9,6.3,6.2,83.17,0,0,,,,,16.6,200,1009.8,50,16,38.5,0.1,0,,Partially cloudy,partly-cloudy-day,KCHO
KCHO,2020-01-03T09:00:00,9.4,8.4,6.8,83.81,0,0,,,,,7.6,200,1010.5,100,16,101.7,0.4,1,,Overcast,cloudy,KCHO
KCHO,2020-01-03T10:00:00,10,7.9,7.3,83.31,0,0,,,,,14.8,210,1010.3,100,16,207.5,0.7,2,,Overcast,cloudy,KCHO
KCHO,2020-01-03T11:00:00,11.8,11.8,8.4,79.66,0,0,,,,,14.8,200,1009.9,88,16,303.9,1.1,3,,Partially cloudy,partly-cloudy-day,KCHO
KCHO,2020-01-03T12:00:00,11.8,11.8,7.9,77,0,0,,,,,14.8,190,1009.1,25,16,350.4,1.3,4,,Partially cloudy,partly-cloudy-day,KCHO
KCHO,2020-01-03T13:00:00,11.8,11.8,8.4,79.66,0,0,,,,,11.2,210,1009.7,50,16,333.5,1.2,3,,Partially cloudy,partly-cloudy-day,KCHO
KCHO,2020-01-03T14:00:00,11.8,11.8,8.9,82.4,0.5,100,rain,,,,13,190,1009.3,100,16,208.9,0.8,2,,"Rain, Overcast",rain,KCHO
KCHO,2020-01-03T15:00:00,11.8,11.8,9.4,85.23,0.3,100,rain,,,,5.4,220,1008.8,100,16,68.5,0.2,1,,"Rain, Overcast",rain,KCHO
KCHO,2020-01-03T16:00:00,11.8,11.8,9.4,85.23,0,0,,,,,11.2,200,1009.2,100,16,10,0,0,,Overcast,cloudy,KCHO
KCHO,2020-01-03T17:00:00,11.8,11.8,10,88.73,0,0,,,,,9.4,190,1008.9,50,11,0,0,0,,Partially cloudy,partly-cloudy-day,KCHO
KCHO,2020-01-03T18:00:00,11.8,11.8,9.4,85.23,0,0,,,,,11.2,180,1008.9,88,8,0,0,0,,Partially cloudy,partly-cloudy-night,KCHO
KCHO,2020-01-03T19:00:00,11.8,11.8,10,88.73,0.3,100,rain,,,,11.2,190,1009.5,50,11,0,0,0,,"Rain, Partially cloudy",rain,KCHO
KCHO,2020-01-03T20:00:00,11.8,11.8,10,88.73,0,0,,,,,0,0,1009.7,88,10,0,0,0,,Partially cloudy,partly-cloudy-night,KCHO
KCHO,2020-01-03T21:00:00,11.8,11.8,10,88.73,0,0,,,,,7.6,190,1008.8,25,8,0,0,0,,Partially cloudy,partly-cloudy-night,KCHO
KCHO,2020-01-03T22:00:00,11.8,11.8,9.4,85.23,0,0,,,,,9.4,190,1008.5,88,5,0,0,0,,Partially cloudy,partly-cloudy-night,KCHO
KCHO,2020-01-03T23:00:00,11.8,11.8,10,88.73,0,0,,,,,0,0,1008.4,25,8,0,0,0,,Partially cloudy,partly-cloudy-night,KCHO
KCHO,2020-01-04T00:00:00,11.8,11.8,10,88.73,0,0,,,,,0,0,1008.5,100,8,0,0,0,,Overcast,cloudy,KCHO
KCHO,2020-01-04T01:00:00,11.8,11.8,10,88.73,0.3,100,rain,,,,0,0,1007.2,100,3,0,0,0,,"Rain, Overcast",rain,KCHO
KCHO,2020-01-04T02:00:00,11.8,11.8,10,88.73,0,0,,,,,9.4,190,1007.2,100,16,0,0,0,,Overcast,cloudy,KCHO
KCHO,2020-01-04T03:00:00,12.9,12.9,10.7,86.49,0,0,,,,,11.2,170,1005.6,100,16,0,0,0,,Overcast,cloudy,KCHO
KCHO,2020-01-04T04:00:00,11.8,11.8,10,88.73,0,0,,,,,5.4,270,1005.4,88,14,0,0,0,,Partially cloudy,partly-cloudy-night,KCHO
KCHO,2020-01-04T05:00:00,13.4,13.4,10.7,83.71,0,0,,,,,9.4,180,1004.7,100,16,0,0,0,,Overcast,cloudy,KCHO
KCHO,2020-01-04T06:00:00,13.4,13.4,11.2,86.54,0,0,,,,,9.4,220,1005,25,16,0,0,0,,Partially cloudy,partly-cloudy-night,KCHO
KCHO,2020-01-04T07:00:00,12.9,12.9,10.7,86.49,0,0,,,,,0,0,1004.8,25,16,5.2,0,0,,Partially cloudy,partly-cloudy-night,KCHO
KCHO,2020-01-04T08:00:00,13.9,13.9,11.2,83.77,0,0,,,,,0,0,1005.2,0,16,60.7,0.2,1,,Clear,clear-day,KCHO
KCHO,2020-01-04T09:00:00,13.4,13.4,11.2,86.54,0,0,,,,,0,0,1005.5,50,16,154.4,0.6,2,,Partially cloudy,partly-cloudy-day,KCHO
KCHO,2020-01-04T10:00:00,14.4,14.4,12.3,87.21,0,0,,,,,5.4,180,1005.3,100,16,249.3,0.9,2,,Overcast,cloudy,KCHO
KCHO,2020-01-04T11:00:00,15,15,12.3,83.9,0,0,,,,,9.4,190,1004.6,100,16,281.3,1,3,,Overcast,cloudy,KCHO
KCHO,2020-01-04T12:00:00,17.3,17.3,12.3,72.45,0,0,,,,,11.2,190,1002.9,100,16,273.3,1,3,,Overcast,cloudy,KCHO
KCHO,2020-01-04T13:00:00,17.3,17.3,12.3,72.45,0,0,,,,,13,180,1001.7,88,16,285.8,1,3,,Partially cloudy,partly-cloudy-day,KCHO
KCHO,2020-01-04T14:00:00,17.3,17.3,12.3,72.45,0,0,,,,,13,170,1000.3,25,16,247.3,0.9,2,,Partially cloudy,partly-cloudy-day,KCHO
KCHO,2020-01-04T15:00:00,17.9,17.9,11.8,67.5,0,0,,,,,18.4,180,999.7,88,16,80.8,0.3,1,,Partially cloudy,partly-cloudy-day,KCHO
KCHO,2020-01-04T16:00:00,13.9,13.9,9.4,74.28,10.4,100,rain,,,,11.2,289.5,1001.4,25,16,23.9,0.1,0,,"Rain, Partially cloudy",rain,KCHO
KCHO,2020-01-04T17:00:00,13.4,13.4,6.2,61.71,0,0,,,,,7.6,296.9,1000.9,50,16,0,0,0,,Partially cloudy,partly-cloudy-day,KCHO
KCHO,2020-01-04T18:00:00,12.9,12.9,5.7,61.59,0,0,,,,,7.6,330,1002,50,16,0,0,0,,Partially cloudy,partly-cloudy-night,KCHO
KCHO,2020-01-04T19:00:00,12.9,12.9,5,58.67,0,0,,,,35.3,18.4,360,1003.3,88,16,0,0,0,,Partially cloudy,partly-cloudy-night,KCHO
KCHO,2020-01-04T20:00:00,11.2,11.2,3.4,58.66,0,0,,,,37.1,16.6,290,1004.8,88,16,0,0,0,,Partially cloudy,partly-cloudy-night,KCHO
KCHO,2020-01-04T21:00:00,10,7.9,1.2,54.33,0,0,,,,29.5,14.8,320,1006,50,16,0,0,0,,Partially cloudy,partly-cloudy-night,KCHO
KCHO,2020-01-04T22:00:00,9.4,6.7,0,51.86,0,0,,,,38.9,18.4,330,1006.7,88,16,0,0,0,,Partially cloudy,partly-cloudy-night,KCHO
KCHO,2020-01-04T23:00:00,8.9,6.3,-1.1,49.51,0,0,,,,31.7,16.6,300,1007,88,16,0,0,0,,Partially cloudy,partly-cloudy-night,KCHO
KCHO,2020-01-05T00:00:00,7.9,4.6,-3.2,45.37,0,0,,,,31.7,20.5,310,1007.9,25,16,0,0,0,,Partially cloudy,partly-cloudy-night,KCHO
KCHO,2020-01-05T01:00:00,6.8,4,-3.8,46.77,0,0,,,,31.7,14.8,320,1009.5,0,16,0,0,0,,Clear,clear-night,KCHO
KCHO,2020-01-05T02:00:00,6.2,3.8,-4.3,46.95,0,0,,,,,11.2,320,1011.2,88,16,0,0,0,,Partially cloudy,partly-cloudy-night,KCHO
KCHO,2020-01-05T03:00:00,5.7,2.1,-5.6,44.05,0,0,,,,55.4,18.4,300,1012.8,50,16,0,0,0,,Partially cloudy,partly-cloudy-night,KCHO
KCHO,2020-01-05T04:00:00,4.4,0.7,-6.6,44.68,0,0,,,,33.5,16.6,290,1014,0,16,0,0,0,,Clear,clear-night,KCHO
KCHO,2020-01-05T05:00:00,4.4,0.5,-6.6,44.68,0,0,,,,40.7,18.4,300,1014.4,0,16,0,0,0,,Clear,clear-night,KCHO
KCHO,2020-01-05T06:00:00,3.9,-0.2,-6.1,48.07,0,0,,,,40.7,18.4,330,1015.4,25,16,0,0,0,,Partially cloudy,partly-cloudy-night,KCHO
KCHO,2020-01-05T07:00:00,3.4,2.1,-6.1,49.8,0,0,,,,,5.4,340,1016.1,25,16,13.6,0,0,,Partially cloudy,partly-cloudy-night,KCHO
KCHO,2020-01-05T08:00:00,3.4,3.4,-5.6,51.73,0,0,,,,,0,0,1016.9,88,16,143.8,0.5,1,,Partially cloudy,partly-cloudy-day,KCHO
KCHO,2020-01-05T09:00:00,5.7,5.7,-5.6,44.05,0,0,,,,,0,0,1018.1,50,16,301.1,1.1,3,,Partially cloudy,partly-cloudy-day,KCHO
KCHO,2020-01-05T10:00:00,5.7,3.6,-5.6,44.05,0,0,,,,,9.4,350,1019,50,16,430,1.5,4,,Partially cloudy,partly-cloudy-day,KCHO
KCHO,2020-01-05T11:00:00,6.8,5.3,-5.6,40.83,0,0,,,,,7.6,291.7,1019.7,25,16,432.3,1.6,4,,Partially cloudy,partly-cloudy-day,KCHO
KCHO,2020-01-05T12:00:00,7.9,6.6,-5,39.64,0,0,,,,27.7,7.6,283.2,1018.6,25,16,525,1.9,5,,Partially cloudy,partly-cloudy-day,KCHO
KCHO,2020-01-05T13:00:00,8.9,7.1,-5,37.04,0,0,,,,,11.2,275.9,1017.8,0,16,481,1.7,5,,Clear,clear-day,KCHO
KCHO,2020-01-05T14:00:00,8.9,6.5,-5.6,35.39,0,0,,,,25.9,14.8,330,1017.7,0,16,377.3,1.4,4,,Clear,clear-day,KCHO
KCHO,2020-01-05T15:00:00,9.4,7.2,-3.8,39.19,0,0,,,,27.7,14.8,210,1017.5,0,16,230.3,0.8,2,,Clear,clear-day,KCHO
KCHO,2020-01-05T16:00:00,8.9,7.1,-5,37.04,0,0,,,,,11.2,259.7,1017.7,0,16,66.8,0.2,1,,Clear,clear-day,KCHO
KCHO,2020-01-05T17:00:00,7.9,7.9,-5,39.64,0,0,,,,,0,0,1017.9,0,16,0,0,0,,Clear,clear-day,KCHO
KCHO,2020-01-05T18:00:00,6.2,6.2,-5.6,42.55,0,0,,,,,0,0,1017.6,0,16,0,0,0,,Clear,clear-night,KCHO
KCHO,2020-01-05T19:00:00,4.4,3.2,-5,50.46,0,0,,,,,5.4,246.4,1018.4,0,16,0,0,0,,Clear,clear-night,KCHO
KCHO,2020-01-05T20:00:00,3.9,1.9,-5.6,49.94,0,0,,,,,7.6,190,1017.8,0,16,0,0,0,,Clear,clear-night,KCHO
KCHO,2020-01-05T21:00:00,2.9,0.3,-5,56.09,0,0,,,,,9.4,150,1016.7,0,16,0,0,0,,Clear,clear-night,KCHO
KCHO,2020-01-05T22:00:00,3.4,0.9,-5,54.14,0,0,,,,,9.4,220,1016,0,16,0,0,0,,Clear,clear-night,KCHO
KCHO,2020-01-05T23:00:00,3.4,2.1,-5,54.14,0,0,,,,,5.4,220,1016,0,16,0,0,0,,Clear,clear-night,KCHO
KCHO,2020-01-06T00:00:00,3.4,0.1,-5,54.14,0,0,,,,,13,200,1015.1,0,16,0,0,0,,Clear,clear-night,KCHO
KCHO,2020-01-06T01:00:00,3.4,-0.2,-4.3,57.07,0,0,,,,,14.8,200,1013.9,0,16,0,0,0,,Clear,clear-night,KCHO
KCHO,2020-01-06T02:00:00,5,2,-4.3,51.02,0,0,,,,,13,200,1013.9,0,16,0,0,0,,Clear,clear-night,KCHO
KCHO,2020-01-06T03:00:00,5.7,3.2,-3.8,50.45,0,0,,,,,11.2,220,1014.2,0,16,0,0,0,,Clear,clear-night,KCHO
KCHO,2020-01-06T04:00:00,3.4,0.9,-3.8,59.25,0,0,,,,,9.4,200,1014.3,0,16,0,0,0,,Clear,clear-night,KCHO
KCHO,2020-01-06T05:00:00,1.2,-1.2,-4.3,66.75,0,0,,,,,7.6,70,1014.4,0,16,0,0,0,,Clear,clear-night,KCHO
KCHO,2020-01-06T06:00:00,3.9,3.9,-3.8,57.2,0,0,,,,,0,0,1015,25,16,0,0,0,,Partially cloudy,partly-cloudy-night,KCHO
KCHO,2020-01-06T07:00:00,1.8,-0.5,-4.3,63.94,0,0,,,,,7.6,160,1016,0,16,11.7,0,0,,Clear,clear-night,KCHO
KCHO,2020-01-06T08:00:00,3.9,1.5,-3.2,59.83,0,0,,,,,9.4,210,1016.5,0,16,117.2,0.4,1,,Clear,clear-day,KCHO
KCHO,2020-01-06T09:00:00,5.7,3.6,-1.6,59.4,0,0,,,,,9.4,190,1017.2,0,16,315.6,1.1,3,,Clear,clear-day,KCHO
KCHO,2020-01-06T10:00:00,8.9,7.4,-1.1,49.51,0,0,,,,,9.4,190,1017.6,0,16,446.4,1.6,4,,Clear,clear-day,KCHO
KCHO,2020-01-06T11:00:00,11.2,11.2,-2.7,37.73,0,0,,,,,7.6,289.5,1018,0,16,522.8,1.9,5,,Clear,clear-day,KCHO
KCHO,2020-01-06T12:00:00,11.8,11.8,-5.6,29.16,0,0,,,,,7.6,293.2,1017.5,0,16,538.5,1.9,5,,Clear,clear-day,KCHO
KCHO,2020-01-06T13:00:00,12.9,12.9,-6.1,26.12,0,0,,,,,7.6,296.7,1016.9,0,16,491.4,1.8,5,,Clear,clear-day,KCHO
KCHO,2020-01-06T14:00:00,13.4,13.4,-7.1,23.41,0,0,,,,,18.4,250,1016.8,0,16,389.1,1.4,4,,Clear,clear-day,KCHO
KCHO,2020-01-06T15:00:00,13.9,13.9,-10.6,17.24,0,0,,,,,11.2,340,1017.2,0,16,240.1,0.9,2,,Clear,clear-day,KCHO
KCHO,2020-01-06T16:00:00,13.4,13.4,-12.1,15.8,0,0,,,,,11.2,330,1017.7,0,16,71.3,0.3,1,,Clear,clear-day,KCHO
KCHO,2020-01-06T17:00:00,11.8,11.8,-12.1,17.55,0,0,,,,,5.4,340,1018.2,0,16,0,0,0,,Clear,clear-day,KCHO
KCHO,2020-01-06T18:00:00,9.4,8.4,-12.1,20.59,0,0,,,,,7.6,330,1018.9,0,16,0,0,0,,Clear,clear-night,KCHO
KCHO,2020-01-06T19:00:00,8.9,8.3,-12.7,20.29,0,0,,,,,5.4,310,1019.5,0,16,0,0,0,,Clear,clear-night,KCHO
KCHO,2020-01-06T20:00:00,7.9,6.6,-12.7,21.71,0,0,,,,,7.6,310,1020,0,16,0,0,0,,Clear,clear-night,KCHO
KCHO,2020-01-06T21:00:00,6.8,6.8,-11.1,26.61,0,0,,,,,0,0,1020.4,0,16,0,0,0,,Clear,clear-night,KCHO
KCHO,2020-01-06T22:00:00,2.3,2.3,-9.3,42.03,0,0,,,,,0,0,1020.5,0,16,0,0,0,,Clear,clear-night,KCHO
KCHO,2020-01-06T23:00:00,4.4,4.4,-11.1,31.43,0,0,,,,,0,0,1020.3,0,16,0,0,0,,Clear,clear-night,KCHO
KCHO,2020-01-07T00:00:00,4.4,4.4,-11.1,31.43,0,0,,,,,0,0,1020.1,0,16,0,0,0,,Clear,clear-night,KCHO
KCHO,2020-01-07T01:00:00,4.4,3.2,-10.6,32.71,0,0,,,,,5.4,190,1019.6,0,16,0,0,0,,Clear,clear-night,KCHO
KCHO,2020-01-07T02:00:00,1.2,1.2,-10,43.03,0,0,,,,,0,0,1019.1,0,16,0,0,0,,Clear,clear-night,KCHO
KCHO,2020-01-07T03:00:00,0,0,-9.3,49.58,0,0,,,,,0,0,1019,0,16,0,0,0,,Clear,clear-night,KCHO
KCHO,2020-01-07T04:00:00,-0.6,-0.6,-8.2,56.44,0,0,,,,,0,0,1018.7,0,16,0,0,0,,Clear,clear-night,KCHO
KCHO,2020-01-07T05:00:00,-0.6,-0.6,-8.2,56.44,0,0,,,,,0,0,1018.7,0,16,0,0,0,,Clear,clear-night,KCHO
KCHO,2020-01-07T06:00:00,-1.1,-1.1,-8.2,58.54,0,0,,,,,0,0,1017.5,0,16,0,0,0,,Clear,clear-night,KCHO
KCHO,2020-01-07T07:00:00,-1.1,-4.5,-7.7,60.85,0,0,,,,,9.4,270,1018,50,16,12.2,0,0,,Partially cloudy,partly-cloudy-night,KCHO
KCHO,2020-01-07T08:00:00,0,0,-7.1,58.83,0,0,,,,,0,0,1017.3,25,16,74.7,0.3,1,,Partially cloudy,partly-cloudy-day,KCHO
KCHO,2020-01-07T09:00:00,1.2,-0.4,-6.6,56.06,0,0,,,,,5.4,340,1017.4,100,16,109.8,0.4,1,,Overcast,cloudy,KCHO
KCHO,2020-01-07T10:00:00,1.8,0.2,-6.6,53.7,0,0,,,,,5.4,108.8,1016.8,88,16,164.6,0.6,2,,Partially cloudy,partly-cloudy-day,KCHO
KCHO,2020-01-07T11:00:00,0.7,0.7,-3.2,75.13,0.3,100,"rain,snow",,,,0,0,1015.2,100,1,161.4,0.6,2,,"Snow, Rain, Overcast",rain,KCHO
KCHO,2020-01-07T12:00:00,0.7,-1,-1.6,84.58,2,100,"rain,snow",,,,5.4,40,1012.9,100,1,134.1,0.5,1,,"Snow, Rain, Overcast",rain,KCHO
KCHO,2020-01-07T13:00:00,1.2,-2.2,-1.1,84.64,2.8,100,"rain,snow",,,,11.2,350,1010.7,100,1,123,0.4,1,,"Snow, Rain, Overcast",rain,KCHO
KCHO,2020-01-07T14:00:00,1.8,-1,-0.6,84.09,1.5,100,"rain,snow",,,,9.4,50,1010.2,50,1,198.5,0.7,2,,"Snow, Rain, Partially cloudy",rain,KCHO
KCHO,2020-01-07T15:00:00,1.8,1.8,-0.6,84.09,0.3,100,"rain,snow",,,,0,0,1010.8,88,14,171.9,0.6,2,,"Snow, Rain, Partially cloudy",rain,KCHO
KCHO,2020-01-07T16:00:00,2.3,2.3,-0.6,81.14,0,0,,,,,0,0,1012.3,25,16,60.7,0.2,1,,Partially cloudy,partly-cloudy-day,KCHO
KCHO,2020-01-07T17:00:00,2.3,0.1,-1.6,75.42,0,0,,,,,7.6,310,1013.5,50,16,0,0,0,,Partially cloudy,partly-cloudy-day,KCHO
KCHO,2020-01-07T18:00:00,1.8,-0.5,-1.6,78.16,0,0,,,,,7.6,340,1015.3,25,16,0,0,0,,Partially cloudy,partly-cloudy-night,KCHO
KCHO,2020-01-07T19:00:00,2.3,2.3,-2.7,69.53,0,0,,,,,0,0,1016.2,0,16,0,0,0,,Clear,clear-night,KCHO
KCHO,2020-01-07T20:00:00,3.4,2.1,-3.2,61.97,0,0,,,,,5.4,273.9,1016.9,0,16,0,0,0,,Clear,clear-night,KCHO
KCHO,2020-01-07T21:00:00,3.4,0.9,-5,54.14,0,0,,,,,9.4,259.6,1017.2,0,16,0,0,0,,Clear,clear-night,KCHO
KCHO,2020-01-07T22:00:00,0.7,-3.6,-5.6,62.72,0,0,,,,,14.8,220,1017.9,0,16,0,0,0,,Clear,clear-night,KCHO
